timestamp,cpu_usage,memory_usage,disk_usage,network_latency_ms,error_count,response_time_ms,active_connections,system_state,failure_within_hour,failure_scenario,hour,day_of_week,is_weekend
2025-05-27 21:58:30.223889,24.5,84.3,22.09,78.51,0,189.79,42,warning,0,memory_leak_gradual,21,1,0
2025-05-27 22:03:30.223889,22.71,98.0,23.62,46.4,6,226.76,21,critical,1,"memory_leak_gradual,cpu_spike_sudden",22,1,0
2025-05-27 22:08:30.223889,29.51,98.0,34.6,25.68,1,297.81,22,critical,1,"memory_leak_gradual,cpu_spike_sudden",22,1,0
2025-05-27 22:13:30.223889,22.92,76.62,27.0,44.79,0,155.95,18,normal,0,"memory_leak_gradual,cpu_spike_sudden",22,1,0
2025-05-27 22:18:30.223889,33.4,98.0,20.55,64.91,5,288.2,21,critical,1,"memory_leak_gradual,cpu_spike_sudden",22,1,0
2025-05-27 22:23:30.223889,23.06,98.0,74.59,11.28,7,150.0,24,critical,1,"memory_leak_gradual,cpu_spike_sudden",22,1,0
2025-05-27 22:28:30.223889,22.27,76.4,54.34,61.29,0,178.57,18,normal,0,"memory_leak_gradual,cpu_spike_sudden",22,1,0
2025-05-27 22:33:30.223889,13.86,81.38,37.25,48.79,1,176.04,23,warning,0,"memory_leak_gradual,cpu_spike_sudden",22,1,0
2025-05-27 22:38:30.223889,24.5,98.0,31.4,10.0,10,289.06,23,critical,1,"memory_leak_gradual,cpu_spike_sudden",22,1,0
2025-05-27 22:43:30.223889,19.56,82.04,25.22,52.19,1,169.13,26,warning,0,"memory_leak_gradual,cpu_spike_sudden",22,1,0
2025-05-27 22:48:30.223889,99.06,85.13,32.02,45.61,4,300.3516378273466,22,critical,0,"memory_leak_gradual,cpu_spike_sudden",22,1,0
2025-05-27 22:53:30.223889,100.0,98.0,25.13,51.86,9,434.53403116681386,29,critical,1,"memory_leak_gradual,cpu_spike_sudden",22,1,0
2025-05-27 22:58:30.223889,89.31,79.57,41.13,68.82,0,287.99948750631154,17,warning,0,"memory_leak_gradual,cpu_spike_sudden",22,1,0
2025-05-27 23:03:30.223889,100.0,98.0,50.27,10.0,5,582.4423609635227,28,critical,1,"memory_leak_gradual,cpu_spike_sudden",23,1,0
2025-05-27 23:08:30.223889,26.07,98.0,33.18,32.42,2,237.85,24,critical,1,memory_leak_gradual,23,1,0
2025-05-27 23:13:30.223889,27.95,98.0,32.68,13.77,2,223.3,50,critical,1,"memory_leak_gradual,high_traffic_overload",23,1,0
2025-05-27 23:18:30.223889,22.36,94.91,59.94,10.0,6,106.67,95,critical,0,"memory_leak_gradual,high_traffic_overload",23,1,0
2025-05-27 23:23:30.223889,1.07,98.0,54.54,29.38,5,221.19,141,critical,1,"memory_leak_gradual,high_traffic_overload",23,1,0
2025-05-27 23:28:30.223889,29.3,98.0,33.04,29.12,3,289.72,187,critical,1,"memory_leak_gradual,high_traffic_overload",23,1,0
2025-05-27 23:33:30.223889,51.088304210334854,100.0,24.4,37.34,4,347.66,233,critical,1,"memory_leak_gradual,high_traffic_overload",23,1,0
2025-05-27 23:38:30.223889,45.06811290611408,100.0,31.09,30.5,6,261.41,279,critical,0,"memory_leak_gradual,high_traffic_overload",23,1,0
2025-05-27 23:43:30.223889,31.260952846324244,100.0,55.29,10.0,4,340.83,325,critical,1,"memory_leak_gradual,high_traffic_overload",23,1,0
2025-05-27 23:48:30.223889,63.312750052665194,100.0,21.16,18.12,2,220.72,370,critical,1,"memory_leak_gradual,high_traffic_overload",23,1,0
2025-05-27 23:53:30.223889,32.12541310056039,100.0,26.6,19.01,5,479.72,416,critical,1,"memory_leak_gradual,high_traffic_overload",23,1,0
2025-05-27 23:58:30.223889,50.89787896987687,100.0,21.53,25.91,3,399.4,462,critical,1,"memory_leak_gradual,high_traffic_overload",23,1,0
2025-05-28 00:03:30.223889,27.77,39.62,21.65,27.8,0,255.13,50,normal,0,high_traffic_overload,0,2,0
2025-05-28 00:08:30.223889,20.83,30.94,21.07,52.36,1,258.06,95,normal,0,high_traffic_overload,0,2,0
2025-05-28 00:13:30.223889,22.56,22.66,40.43,22.09,1,149.02,141,normal,0,"high_traffic_overload,disk_full_critical",0,2,0
2025-05-28 00:18:30.223889,29.07,44.65,62.88,28.78,2,120.0,187,normal,0,"high_traffic_overload,disk_full_critical",0,2,0
2025-05-28 00:23:30.223889,31.953766043028295,63.334021326994026,58.26,19.1,3,244.46,233,normal,0,"high_traffic_overload,disk_full_critical",0,2,0
2025-05-28 00:28:30.223889,27.939087879464335,22.04694924793967,58.06,63.5,0,133.33,279,normal,0,"high_traffic_overload,disk_full_critical",0,2,0
2025-05-28 00:33:30.223889,50.2518774938943,49.87882274682614,43.29,83.07,2,266.79,325,normal,1,"high_traffic_overload,disk_full_critical",0,2,0
2025-05-28 00:38:30.223889,29.63992663428712,40.906106604744735,38.02,16.43,2,332.24,370,normal,1,"high_traffic_overload,disk_full_critical",0,2,0
2025-05-28 00:43:30.223889,74.44720722971493,30.31395351721459,20.07,10.0,1,241.74,416,normal,0,"high_traffic_overload,disk_full_critical",0,2,0
2025-05-28 00:48:30.223889,52.24173671002721,33.29096613577499,28.7,10.0,0,222.63,462,normal,1,"high_traffic_overload,disk_full_critical",0,2,0
2025-05-28 00:53:30.223889,22.795800459871295,68.65331666414791,34.61,78.11,0,215.87,508,normal,0,"high_traffic_overload,disk_full_critical",0,2,0
2025-05-28 00:58:30.223889,48.75187312968789,47.18707830420198,63.86,11.44,0,258.71,554,normal,1,"high_traffic_overload,disk_full_critical",0,2,0
2025-05-28 01:03:30.223889,63.99580597650636,71.87120954044195,21.27,10.0,1,364.29,600,normal,1,"high_traffic_overload,disk_full_critical",1,2,0
2025-05-28 01:08:30.223889,3.38,21.14,56.81,124.23,1,193.32,29,normal,1,"disk_full_critical,network_degradation",1,2,0
2025-05-28 01:13:30.223889,30.71,32.64,43.59,161.86,1,100.0,22,normal,1,"disk_full_critical,network_degradation",1,2,0
2025-05-28 01:18:30.223889,21.08,34.5,99.15,105.32,1,166.61,21,critical,0,"disk_full_critical,network_degradation",1,2,0
2025-05-28 01:23:30.223889,11.42,29.47,96.48,235.91,2,296.625,28,critical,1,"disk_full_critical,network_degradation",1,2,0
2025-05-28 01:28:30.223889,25.11,23.5,95.69,183.08,1,180.98,28,critical,1,"disk_full_critical,network_degradation",1,2,0
2025-05-28 01:33:30.223889,20.77,12.23,99.3,322.81,0,316.08500000000004,18,critical,0,"disk_full_critical,network_degradation",1,2,0
2025-05-28 01:38:30.223889,22.07,33.14,98.16,281.31,0,277.595,21,critical,1,"disk_full_critical,network_degradation",1,2,0
2025-05-28 01:43:30.223889,30.53,27.64,95.1,148.65,1,100.0,27,critical,1,"disk_full_critical,network_degradation",1,2,0
2025-05-28 01:48:30.223889,25.45,29.28,96.37,305.52,1,282.94,21,critical,1,"disk_full_critical,network_degradation",1,2,0
2025-05-28 01:53:30.223889,22.96,25.41,99.87,351.2,1,275.6,28,critical,0,"disk_full_critical,network_degradation",1,2,0
2025-05-28 01:58:30.223889,27.64,23.8,98.21,340.54,0,325.85,16,critical,1,"disk_full_critical,network_degradation",1,2,0
2025-05-28 02:03:30.223889,12.82,20.53,97.33,209.17,0,270.455,24,critical,0,"disk_full_critical,network_degradation",2,2,0
2025-05-28 02:08:30.223889,33.07,34.73,99.05,457.07,0,328.53499999999997,30,critical,1,"disk_full_critical,network_degradation",2,2,0
2025-05-28 02:13:30.223889,31.34,20.89,98.99,373.88,1,350.68,25,critical,0,"disk_full_critical,network_degradation",2,2,0
2025-05-28 02:18:30.223889,10.63,29.11,23.91,534.46,3,409.27,15,normal,0,network_degradation,2,2,0
2025-05-28 02:23:30.223889,33.53,26.6,33.42,265.76,0,291.32,22,normal,0,"network_degradation,database_overload",2,2,0
2025-05-28 02:28:30.223889,12.75,54.64,41.74,707.89,0,535.475,34,normal,0,"network_degradation,database_overload",2,2,0
2025-05-28 02:33:30.223889,21.17,39.69,36.75,539.79,1,480.54499999999996,19,normal,0,"network_degradation,database_overload",2,2,0
2025-05-28 02:38:30.223889,28.8,50.72,21.65,754.72,0,602.72,18,normal,1,"network_degradation,database_overload",2,2,0
2025-05-28 02:43:30.223889,32.1,29.83,40.99,278.9,2,292.63,26,normal,1,"network_degradation,database_overload",2,2,0
2025-05-28 02:48:30.223889,20.33,34.51,44.21,359.61,4,424.83500000000004,21,normal,1,"network_degradation,database_overload",2,2,0
2025-05-28 02:53:30.223889,23.58,27.77,33.75,308.13,1,468.495,24,normal,1,"network_degradation,database_overload",2,2,0
2025-05-28 02:58:30.223889,28.21,3.6,33.79,400.98,2,430.09000000000003,24,normal,0,"network_degradation,database_overload",2,2,0
2025-05-28 03:03:30.223889,19.42,32.44,33.17,874.32,0,637.1600000000001,31,normal,0,"network_degradation,database_overload",3,2,0
2025-05-28 03:08:30.223889,31.4,39.12,21.4,770.26,0,597.63,34,normal,1,"network_degradation,database_overload",3,2,0
2025-05-28 03:13:30.223889,18.27,34.13,26.48,561.83,2,553.225,15,normal,0,"network_degradation,database_overload",3,2,0
2025-05-28 03:18:30.223889,33.08,31.15,22.55,346.7,1,436.68999999999994,24,normal,0,"network_degradation,database_overload",3,2,0
2025-05-28 03:23:30.223889,30.6,18.91,20.39,869.66,1,1061.37,24,normal,0,"network_degradation,database_overload",3,2,0
2025-05-28 03:28:30.223889,35.07,14.61,39.53,400.94,0,585.7,27,normal,1,"network_degradation,database_overload",3,2,0
2025-05-28 03:33:30.223889,31.38,42.42,54.41,631.03,1,830.705,21,normal,1,"network_degradation,database_overload",3,2,0
2025-05-28 03:38:30.223889,32.3,35.05,22.48,993.52,1,907.73,21,normal,1,"network_degradation,database_overload",3,2,0
2025-05-28 03:43:30.223889,25.62,30.91,20.18,872.8,0,745.5899999999999,23,normal,1,"network_degradation,database_overload",3,2,0
2025-05-28 03:48:30.223889,19.13,36.46,30.16,1207.8,1,1113.75,31,normal,1,"network_degradation,database_overload",3,2,0
2025-05-28 03:53:30.223889,32.13,9.21,57.8,1281.12,1,1163.85,25,normal,1,"network_degradation,database_overload",3,2,0
2025-05-28 03:58:30.223889,25.37,0.81,25.03,456.56,2,1098.43,25,normal,1,"network_degradation,database_overload",3,2,0
2025-05-28 04:03:30.223889,23.36,27.92,37.68,1333.97,1,1195.4850000000001,22,normal,1,"network_degradation,database_overload",4,2,0
2025-05-28 04:08:30.223889,3.25,32.12,26.31,1229.18,2,1154.12,25,normal,1,"network_degradation,database_overload",4,2,0
2025-05-28 04:13:30.223889,33.29,32.42,35.38,34.78,3,501.33,18,normal,1,database_overload,4,2,0
2025-05-28 04:18:30.223889,26.52,65.52,73.94,113.97,1,469.48,24,normal,1,"database_overload,network_degradation",4,2,0
2025-05-28 04:23:30.223889,22.91,38.18,29.71,124.49,2,803.44,30,normal,1,"database_overload,network_degradation",4,2,0
2025-05-28 04:28:30.223889,1.3,45.36,42.83,115.75,1,140.73,26,normal,0,network_degradation,4,2,0
2025-05-28 04:33:30.223889,20.77,46.0,21.41,210.77,1,253.22500000000002,22,normal,0,network_degradation,4,2,0
2025-05-28 04:38:30.223889,5.97,20.11,43.78,264.53,1,232.265,30,normal,1,"network_degradation,cpu_spike_sudden",4,2,0
2025-05-28 04:43:30.223889,7.34,26.81,31.88,139.08,3,172.53,20,normal,0,"network_degradation,cpu_spike_sudden",4,2,0
2025-05-28 04:48:30.223889,12.06,52.49,35.64,227.76,1,311.34000000000003,24,normal,0,"network_degradation,cpu_spike_sudden",4,2,0
2025-05-28 04:53:30.223889,21.14,39.58,42.44,344.33,1,272.16499999999996,21,normal,1,"network_degradation,cpu_spike_sudden",4,2,0
2025-05-28 04:58:30.223889,3.94,34.59,92.86,421.3,1,414.5,16,normal,0,"network_degradation,cpu_spike_sudden",4,2,0
2025-05-28 05:03:30.223889,27.15,10.26,58.57,425.38,0,388.95,17,normal,0,"network_degradation,cpu_spike_sudden",5,2,0
2025-05-28 05:08:30.223889,25.27,17.64,35.28,438.66,0,332.57,17,normal,0,"network_degradation,cpu_spike_sudden",5,2,0
2025-05-28 05:13:30.223889,4.16,42.9,43.3,486.01,1,428.905,20,normal,0,"network_degradation,cpu_spike_sudden",5,2,0
2025-05-28 05:18:30.223889,33.45,26.64,88.97,294.86,0,301.35,25,normal,0,"network_degradation,cpu_spike_sudden",5,2,0
2025-05-28 05:23:30.223889,92.27,14.08,32.09,397.7,1,418.75540099155086,19,critical,0,"network_degradation,cpu_spike_sudden",5,2,0
2025-05-28 05:28:30.223889,100.0,39.1,25.03,312.51,2,544.7174860496477,21,critical,1,"network_degradation,cpu_spike_sudden",5,2,0
2025-05-28 05:33:30.223889,100.0,36.66,23.4,547.74,2,617.9455363140522,22,critical,1,"network_degradation,cpu_spike_sudden",5,2,0
2025-05-28 05:38:30.223889,100.0,59.56,21.34,619.43,1,668.5694653611085,18,critical,1,"network_degradation,cpu_spike_sudden",5,2,0
2025-05-28 05:43:30.223889,4.65,18.31,53.46,561.38,1,480.65999999999997,24,normal,1,network_degradation,5,2,0
2025-05-28 05:48:30.223889,60.3,71.22,47.63,655.11,3,427.555,24,normal,0,"network_degradation,cascade_failure",5,2,0
2025-05-28 05:53:30.223889,70.48,69.85,20.07,586.52,5,555.97,19,warning,0,"network_degradation,cascade_failure",5,2,0
2025-05-28 05:58:30.223889,53.61,67.36,29.36,491.7,4,411.87,27,normal,0,"network_degradation,cascade_failure",5,2,0
2025-05-28 06:03:30.223889,60.64,67.67,31.62,570.13,3,500.91499999999996,26,normal,0,"network_degradation,cascade_failure",6,2,0
2025-05-28 06:08:30.223889,60.85,74.5,25.05,337.16,6,321.67,28,warning,0,"network_degradation,cascade_failure",6,2,0
2025-05-28 06:13:30.223889,56.85,66.25,26.92,491.16,7,412.25,22,warning,0,"network_degradation,cascade_failure",6,2,0
2025-05-28 06:18:30.223889,65.07,78.68,50.46,631.16,7,526.9,21,warning,0,"network_degradation,cascade_failure",6,2,0
2025-05-28 06:23:30.223889,85.92,95.0,26.46,327.9,18,391.30426480654893,21,critical,1,"network_degradation,cascade_failure",6,2,0
2025-05-28 06:28:30.223889,82.76,95.0,47.61,542.68,31,566.9729837336897,19,critical,1,"network_degradation,cascade_failure",6,2,0
2025-05-28 06:33:30.223889,70.62,74.08,30.91,537.09,4,508.475,21,normal,0,"network_degradation,cascade_failure",6,2,0
2025-05-28 06:38:30.223889,69.36,73.37,47.42,595.44,10,459.25,31,warning,0,"network_degradation,cascade_failure",6,2,0
2025-05-28 06:43:30.223889,72.22,73.77,33.43,973.25,9,613.015,33,warning,0,"network_degradation,cascade_failure",6,2,0
2025-05-28 06:48:30.223889,95.0,95.0,28.42,1117.81,29,975.7218094418072,24,critical,1,"network_degradation,cascade_failure",6,2,0
2025-05-28 06:53:30.223889,76.31,82.73,25.05,358.79,5,340.78499999999997,26,warning,0,"network_degradation,cascade_failure",6,2,0
2025-05-28 06:58:30.223889,95.0,95.0,20.06,952.1,39,803.5796978248566,24,critical,1,"network_degradation,cascade_failure",6,2,0
2025-05-28 07:03:30.223889,95.0,95.0,23.81,976.72,21,837.9396534365037,36,critical,1,"network_degradation,cascade_failure",7,2,0
2025-05-28 07:08:30.223889,85.5,79.26,39.52,861.37,10,1207.8837135365468,34,warning,0,"network_degradation,cascade_failure",7,2,0
2025-05-28 07:13:30.223889,75.94,88.25,21.54,580.73,15,446.815,48,warning,0,"network_degradation,cascade_failure",7,2,0
2025-05-28 07:18:30.223889,95.0,95.0,20.63,568.88,26,564.2533262348713,37,critical,1,"network_degradation,cascade_failure",7,2,0
2025-05-28 07:23:30.223889,95.0,95.0,31.18,124.5,31,584.1781074481155,46,critical,1,"cascade_failure,memory_leak_gradual",7,2,0
2025-05-28 07:28:30.223889,95.0,95.0,58.95,49.43,50,547.451488911443,37,critical,1,"cascade_failure,memory_leak_gradual",7,2,0
2025-05-28 07:33:30.223889,95.0,95.0,39.51,163.59,25,659.5044243989291,53,critical,1,"cascade_failure,memory_leak_gradual",7,2,0
2025-05-28 07:38:30.223889,95.0,95.0,48.11,10.0,50,863.5042019566088,44,critical,1,"cascade_failure,memory_leak_gradual",7,2,0
2025-05-28 07:43:30.223889,95.0,95.0,31.98,374.68,25,950.1215351009088,43,critical,1,"cascade_failure,memory_leak_gradual",7,2,0
2025-05-28 07:48:30.223889,95.0,95.0,27.8,11.97,31,830.57089791518,30,critical,1,"cascade_failure,memory_leak_gradual",7,2,0
2025-05-28 07:53:30.223889,46.35,64.83,38.01,217.18,2,380.28,33,normal,0,"memory_leak_gradual,database_overload",7,2,0
2025-05-28 07:58:30.223889,18.94,65.95,30.05,10.0,4,189.25,33,normal,0,"memory_leak_gradual,database_overload",7,2,0
2025-05-28 08:03:30.223889,46.51,77.33,57.0,10.0,4,265.78,37,normal,0,"memory_leak_gradual,database_overload",8,2,0
2025-05-28 08:08:30.223889,21.72,75.69,21.78,22.82,0,473.38,25,normal,0,"memory_leak_gradual,database_overload",8,2,0
2025-05-28 08:13:30.223889,58.84,77.81,53.25,54.56,3,525.36,42,normal,0,"memory_leak_gradual,database_overload",8,2,0
2025-05-28 08:18:30.223889,31.29,75.83,27.58,10.0,2,399.28,47,normal,0,"memory_leak_gradual,database_overload",8,2,0
2025-05-28 08:23:30.223889,46.97,98.0,21.11,10.0,2,978.07,48,critical,1,"memory_leak_gradual,database_overload",8,2,0
2025-05-28 08:28:30.223889,33.01,80.31,38.91,11.63,2,458.51,35,warning,0,"memory_leak_gradual,database_overload",8,2,0
2025-05-28 08:33:30.223889,23.9,72.79,32.7,36.31,1,391.06,46,normal,0,"memory_leak_gradual,database_overload",8,2,0
2025-05-28 08:38:30.223889,20.67,73.87,34.79,45.67,1,457.05,41,normal,0,"memory_leak_gradual,database_overload",8,2,0
2025-05-28 08:43:30.223889,30.95,98.0,68.88,10.0,2,890.91,35,critical,1,"memory_leak_gradual,database_overload",8,2,0
2025-05-28 08:48:30.223889,50.25,90.85,27.07,123.26,2,701.97,46,critical,1,"memory_leak_gradual,database_overload",8,2,0
2025-05-28 08:53:30.223889,32.77,98.0,26.28,27.74,0,804.46,48,critical,1,"memory_leak_gradual,database_overload",8,2,0
2025-05-28 08:58:30.223889,8.31,70.05,63.91,279.87,0,1020.865,41,normal,0,"memory_leak_gradual,database_overload",8,2,0
2025-05-28 09:03:30.223889,20.79,80.94,20.32,10.0,4,971.04,62,warning,0,"memory_leak_gradual,database_overload",9,2,0
2025-05-28 09:08:30.223889,82.95,98.0,29.94,10.0,8,3896.9363831169126,54,critical,1,"memory_leak_gradual,database_overload",9,2,0
2025-05-28 09:13:30.223889,95.62,98.0,25.21,113.05,7,2544.887797519888,60,critical,1,"memory_leak_gradual,database_overload",9,2,0
2025-05-28 09:18:30.223889,37.01,98.0,30.11,10.0,3,1621.96,42,critical,1,"memory_leak_gradual,database_overload",9,2,0
2025-05-28 09:23:30.223889,78.78,98.0,31.05,143.76,12,1337.92,56,critical,1,"memory_leak_gradual,database_overload",9,2,0
2025-05-28 09:28:30.223889,26.68,75.86,38.07,10.49,5,1225.89,58,warning,0,"memory_leak_gradual,database_overload",9,2,0
2025-05-28 09:33:30.223889,48.74,84.56,66.93,10.0,7,1203.99,54,warning,0,"memory_leak_gradual,database_overload",9,2,0
2025-05-28 09:38:30.223889,32.1,94.05,34.05,86.19,10,973.88,50,critical,1,"memory_leak_gradual,database_overload",9,2,0
2025-05-28 09:43:30.223889,62.08,98.0,38.8,161.22,4,1530.09,57,critical,1,"memory_leak_gradual,database_overload",9,2,0
2025-05-28 09:48:30.223889,22.97,98.0,41.9,15.57,10,1694.37,46,critical,1,"memory_leak_gradual,database_overload",9,2,0
2025-05-28 09:53:30.223889,28.63,98.0,22.43,67.9,17,1657.16,51,critical,1,"memory_leak_gradual,database_overload",9,2,0
2025-05-28 09:58:30.223889,55.26,79.02,50.69,60.14,1,374.66,60,normal,0,memory_leak_gradual,9,2,0
2025-05-28 10:03:30.223889,83.74,98.0,99.0,158.34,3,1221.666377076543,64,critical,1,memory_leak_gradual,10,2,0
2025-05-28 10:08:30.223889,55.77,80.58,20.72,49.35,4,409.17,54,warning,0,memory_leak_gradual,10,2,0
2025-05-28 10:13:30.223889,64.43,98.0,24.6,10.0,12,315.05,39,critical,1,memory_leak_gradual,10,2,0
2025-05-28 10:18:30.223889,38.72,98.0,29.72,136.08,10,668.23,50,critical,1,memory_leak_gradual,10,2,0
2025-05-28 10:23:30.223889,41.5,98.0,31.96,23.99,4,150.0,60,critical,1,memory_leak_gradual,10,2,0
2025-05-28 10:28:30.223889,44.88,98.0,61.44,127.78,3,593.76,64,critical,1,memory_leak_gradual,10,2,0
2025-05-28 10:33:30.223889,46.92,98.0,35.12,118.2,3,747.24,60,critical,1,memory_leak_gradual,10,2,0
2025-05-28 10:38:30.223889,35.2,98.0,29.95,30.62,4,425.19,50,critical,1,"memory_leak_gradual,high_traffic_overload",10,2,0
2025-05-28 10:43:30.223889,54.72,98.0,29.77,135.21,10,450.14,95,critical,1,"memory_leak_gradual,high_traffic_overload",10,2,0
2025-05-28 10:48:30.223889,20.58,98.0,25.66,17.19,9,694.09,141,critical,1,"memory_leak_gradual,high_traffic_overload",10,2,0
2025-05-28 10:53:30.223889,38.43,98.0,21.49,59.37,8,256.78,187,critical,1,"memory_leak_gradual,high_traffic_overload",10,2,0
2025-05-28 10:58:30.223889,53.85099053413594,100.0,52.54,196.52,8,356.35,233,critical,1,"memory_leak_gradual,high_traffic_overload",10,2,0
2025-05-28 11:03:30.223889,62.94627275830372,100.0,20.41,14.3,2,613.65,279,critical,1,"memory_leak_gradual,high_traffic_overload",11,2,0
2025-05-28 11:08:30.223889,25.022116886816782,100.0,26.65,10.0,3,842.75,325,critical,1,"memory_leak_gradual,high_traffic_overload",11,2,0
2025-05-28 11:13:30.223889,100.0,100.0,30.16,10.0,8,1434.3039833013647,370,critical,1,"memory_leak_gradual,high_traffic_overload",11,2,0
2025-05-28 11:18:30.223889,100.0,100.0,32.88,13.06,8,1579.043872296371,416,critical,1,"memory_leak_gradual,high_traffic_overload",11,2,0
2025-05-28 11:23:30.223889,100.0,100.0,22.27,45.99,4,2196.972662491084,462,critical,1,"memory_leak_gradual,high_traffic_overload",11,2,0
2025-05-28 11:28:30.223889,31.551090528620414,87.23297731562201,21.82,35.21,2,606.46,508,normal,0,high_traffic_overload,11,2,0
2025-05-28 11:33:30.223889,100.0,100.0,43.53,18.0,3,1237.202448048371,554,critical,1,high_traffic_overload,11,2,0
2025-05-28 11:38:30.223889,57.60753903339587,100.0,22.09,118.37,12,648.62,600,warning,1,"high_traffic_overload,network_degradation",11,2,0
2025-05-28 11:43:30.223889,41.33,77.54,25.63,173.31,2,244.45,44,normal,0,network_degradation,11,2,0
2025-05-28 11:48:30.223889,44.16,46.17,24.23,182.43,2,407.24,60,normal,0,"network_degradation,database_overload",11,2,0
2025-05-28 11:53:30.223889,82.99,84.25,37.9,108.34,2,1064.9300053485497,44,warning,0,"network_degradation,database_overload",11,2,0
2025-05-28 11:58:30.223889,46.4,38.53,34.09,221.75,3,776.425,58,normal,0,"network_degradation,database_overload",11,2,0
2025-05-28 12:03:30.223889,71.84,79.34,28.68,235.02,4,853.23,53,normal,0,"network_degradation,database_overload",12,2,0
2025-05-28 12:08:30.223889,61.0,67.8,21.25,274.93,4,683.575,56,normal,0,"network_degradation,database_overload",12,2,0
2025-05-28 12:13:30.223889,44.36,87.51,20.23,186.28,6,659.37,53,warning,0,"network_degradation,database_overload",12,2,0
2025-05-28 12:18:30.223889,100.0,47.56,41.95,181.91,5,958.0702108984032,51,critical,0,"network_degradation,database_overload",12,2,0
2025-05-28 12:23:30.223889,50.14,40.54,21.07,316.78,5,471.56,53,warning,0,"network_degradation,database_overload",12,2,0
2025-05-28 12:28:30.223889,57.72,85.42,20.24,409.79,9,874.995,50,warning,1,"network_degradation,database_overload",12,2,0
2025-05-28 12:33:30.223889,54.51,69.38,32.42,266.0,9,1014.35,62,warning,1,"network_degradation,database_overload",12,2,0
2025-05-28 12:38:30.223889,68.8,33.18,20.61,533.08,1,491.54,58,normal,1,"network_degradation,database_overload",12,2,0
